BRISK, 14.0452, 12.3427, 13.1852, 12.6977, 12.7911, 13.4903, 12.9291, 12.0807, 13.1247, 12.7136, 11.4469, 12.3684, 11.4766, 11.85, 11.6526, 10.4371, 
ORB, 12.0883, 12.4204, 15.1814, 11.5367, 15.6425, 12.3463, 12.1368, 12.6027, 12.5903, 13.3327, 12.2858, 12.2204, 12.0158, 11.2758, 10.4894, 10.9451, 
FREAK, 12.2389, 12.273, 12.0187, 12.6321, 12.0206, 11.4287, 12.9414, 12.6664, 12.9124, 13.6438, 12.3987, 12.3007, 11.5827, 11.6056, 10.5158, 
BRIEF, 11.391, 13.1743, 12.7042, 12.542, 13.0081, 13.6058, 13.3689, 12.6147, 13.4506, 12.6538, 12.0571, 11.5965, 11.2516, 10.3481, 10.6313, 11.3047, 
SIFT, 13.2913, 11.3829, 15.4444, 14.2684, 15.7479, 12.9125, 12.9954, 13.176, 12.7808, 14.7749, 11.7347, 11.71, 11.9813, 11.6295, 11.1948, 11.1956, 
lidar, 12.5156, 12.5141, 14.2179, 16.6894, 15.7465, 12.6778, 12.0788, 13.1241, 13.0241, 11.1746, 12.8086, 8.95978, 9.96439, 9.59863, 9.45164, 8.3988, 
