BRISK, 12.1373, 13.5928, 13.0606, 19.8158, 16.0607, 10.7262, 17.327, 15.3782, 13.5121, 12.4458, 12.7543, 10.4553, 9.70016, 9.03529, 9.25229, 9.74406, 11.6979, 
FREAK, 13.8221, 12.9065, 14.215, 18.125, 19.3601, 11.918, 15.6109, 15.0094, 15.0377, 11.5404, 14.1678, 11.1642, 10.1282, 11.2149, 9.43476, 10.2903, 
BRIEF, 12.2047, 15.1788, 14.9195, 21.7725, 15.4623, 11.3165, 15.7349, 16.103, 12.6421, 11.9348, 11.4708, 11.0597, 9.28085, 9.51018, 8.74041, 9.41128, 
SIFT, 11.638, 12.4225, 12.6477, 19.0051, 12.7956, 11.4803, 13.5042, 15.1705, 12.8129, 10.6093, 10.9654, 11.4266, 9.45993, 10.6275, 10.0776, 9.1402, 8.96286, 
lidar, 12.5156, 12.5141, 14.2179, 16.6894, 15.7465, 12.6778, 12.0788, 13.1241, 13.0241, 11.1746, 12.8086, 8.95978, 9.96439, 9.59863, 8.57352, 9.45164, 8.3988, 
