BRISK, 13.0336, 12.7583, 14.0394, 12.1046, 12.0934, 14.3087, 13.3715, 13.5096, 11.7977, 13.1951, 11.4132, 12.269, 13.0808, 11.6537, 10.8452, 10.6045, 
ORB, 15.0139, 11.7723, 12.5508, 12.5462, 13.9909, 12.1065, 13.5753, 11.25, 13.3311, 10.9806, 12.5844, 12.1803, 11.7792, 12.5202, 8.59275, 
FREAK, 13.4553, 12.4882, 13.2483, 11.9485, 12.1376, 13.5822, 18.9643, 11.6306, 11.5528, 13.4789, 10.6261, 12.5595, 12.5871, 11.6199, 7.9578, 11.8463, 7.99442, 
BRIEF, 14.3634, 13.8102, 9.83149, 11.758, 12.3765, 13.5457, 13.3192, 12.63, 11.6442, 12.7784, 11.3654, 11.1994, 11.8687, 12.1403, 12.287, 8.56649, 
SIFT, 14.0894, 13.5738, 12.5261, 12.3628, 13.3044, 12.6144, 13.2403, 11.9106, 13.3599, 11.8645, 11.9088, 11.8687, 12.1773, 11.6545, 9.42473, 
lidar, 12.5156, 12.5141, 14.2179, 15.7465, 12.6778, 12.0788, 13.1241, 13.0241, 11.1746, 12.8086, 8.95978, 9.96439, 9.59863, 9.45164, 8.3988, 
