BRISK, 12.4576, 22.3937, 15.9028, 18.2928, 31.456, 16.9595, 14.283, 14.5481, 15.5867, 12.1809, 13.6087, 11.8875, 12.1268, 10.9117, 11.0844, 9.85287, 11.5722, 
ORB, 19.8955, 18.6652, 15.2676, 14.8565, 25.5059, 29.2499, 14.4288, 13.7901, 15.9179, 12.1558, 11.5727, 12.5405, 11.8149, 12.3547, 12.4382, 8.70458, 11.7202, 
FREAK, 13.6846, 15.8329, 12.9997, 15.4771, 26.8596, 14.2846, 15.7528, 16.8971, 16.1152, 11.9105, 12.5391, 12.199, 12.037, 11.2413, 11.2596, 9.50381, 9.45314, 
BRIEF, 12.607, 13.388, 14.2682, 15.6261, 13.7919, 14.182, 12.3262, 18.7847, 15.8244, 12.399, 11.931, 13.06, 13.7548, 10.2397, 12.2614, 11.2466, 
SIFT, 17.0903, 18.015, 13.9776, 44.355, 15.5885, 14.5897, 15.6102, 16.7102, 13.7649, 14.1174, 10.9878, 13.3347, 11.1188, 10.9197, 11.5953, 
lidar, 12.5141, 14.2179, 16.6894, 15.7465, 12.6778, 12.0788, 13.1241, 13.0241, 11.1746, 12.8086, 8.95978, 9.96439, 9.59863, 9.45164, 8.3988, 
